n_layer1;n_layer2;dropout_1;dropout_2;act;optim;n_batch;best_val_acc
512;256;0.1334853180701414;0.2894744401633663;relu;adam;128;0.8905
128;256;0.17567655194767945;0.11498997952097986;relu;rmsprop;128;0.8829
256;256;0.16350529586380683;0.14159838681315304;relu;adam;128;0.8932
256;256;0.21957502919841948;0.1647022495708991;leakyrelu;adam;128;0.873
256;512;0.04996401356579606;0.20545325886686489;relu;adam;64;0.8835
512;256;0.07676174362372103;0.18308778265874295;relu;rmsprop;128;0.8903
256;256;0.14558867617523186;0.2246215924145112;relu;adam;128;0.8945
256;256;0.10255640676567825;0.2634951023539501;relu;adam;128;0.881
256;256;0.08583540608920025;0.25046714500600975;swish;adam;128;0.8774
256;256;0.1183727319158628;0.15087949924000624;relu;sgd;128;0.8789
512;256;0.03702125000906196;0.28084368282435757;relu;adam;128;0.8966
128;256;0.018573232788239746;0.3202532225199814;relu;rmsprop;64;0.8709
256;256;0.06079334145985627;0.19490693812625537;relu;adam;128;0.8912
256;512;0.2276365137375473;0.12725399829317396;leakyrelu;adam;128;0.8753
256;256;0.20075774420810835;0.4951048030558379;relu;adam;128;0.8798
512;256;0.10863286073772971;0.1729515099171397;relu;rmsprop;128;0.8683
256;256;0.13330369519527113;0.2410336792883102;relu;adam;128;0.8819
256;256;0.1885464482588346;0.34677126933772917;relu;adam;128;0.8945
256;256;0.04774736007055694;0.23246451650018848;relu;adam;128;0.8889
256;256;0.06483522283457004;0.24188124069001826;relu;adam;128;0.8928
256;256;0.07170842619487972;0.2216981679107215;relu;adam;128;0.8919
256;256;0.03193981814063088;0.19144593669242846;relu;adam;128;0.8747
256;256;4.183729012739723e-05;0.18337086409668724;relu;adam;128;0.8942
256;256;0.05488294558532182;0.2609864524772142;relu;adam;128;0.8936
256;256;0.04160471265423759;0.2052163134429035;relu;adam;128;0.8892
256;256;0.07890206933903723;0.2683424097660721;relu;adam;128;0.8869
256;256;0.027087793820455484;0.16312052860947868;relu;adam;128;0.8982
256;256;0.012397690980259304;0.15860757157552324;relu;adam;128;0.8959
256;256;0.030183024649661064;0.1461277287375632;relu;adam;128;0.8961
256;256;0.0004482900347949903;0.13534482570128295;relu;adam;128;0.8789
256;256;0.02652623629991693;0.16885516768887063;relu;adam;128;0.8947
256;256;0.015587161652585155;0.11303596073869165;relu;adam;128;0.887
256;256;0.010326204655762908;0.1635075795271238;relu;adam;128;0.8886
256;256;0.048361969083470624;0.12434367988745555;relu;adam;128;0.8951
256;256;0.02033179850507917;0.1523623074821257;relu;adam;128;0.8963
256;256;0.05864277586452737;0.13914288296530025;relu;adam;128;0.8865
256;256;0.03988422921841729;0.1812995430173049;relu;adam;128;0.882
256;256;0.023872684467436248;0.10422287376350758;relu;adam;128;0.8912
256;256;0.0003860212438603662;0.13258840567362037;relu;adam;128;0.8902
256;256;0.09221696869307916;0.1717064252019617;relu;adam;128;0.8906
256;256;0.07115993482712352;0.21131326328819072;relu;adam;128;0.8943
256;256;0.03666796885211131;0.19497835948667258;relu;adam;128;0.8879
256;256;8.72062176338062e-06;0.1453556215601575;relu;adam;128;0.8893
256;256;0.05387023763059165;0.1626684706851103;relu;adam;128;0.8921
256;256;0.06222009941673524;0.11670323582920457;relu;adam;128;0.8893
256;256;0.08739102386371594;0.17749976996286132;relu;adam;128;0.8947
256;256;0.07909638742792689;0.18992475797391378;relu;adam;128;0.8823
256;256;0.04805445420780247;0.15488578938451691;relu;adam;128;0.892
256;256;0.024394467538178793;0.20011699062090335;relu;adam;128;0.8897
256;256;0.20943560757799237;0.13427873060857545;relu;adam;128;0.8843
256;256;0.009751304545259007;0.22234890592822412;relu;adam;128;0.8894
256;256;0.10203675886985758;0.20854906334500642;relu;adam;128;0.8956
256;256;0.03972607858833076;0.17682506177038546;relu;adam;128;0.8936
256;256;0.07441498811777691;0.12431894216867354;relu;adam;128;0.8982
256;256;0.03244070315159964;0.1270625617811287;relu;adam;128;0.8826
256;256;0.06578805671096202;0.09832584856390095;relu;adam;128;0.8931
256;256;0.05062777636691393;0.1130460639638286;relu;adam;128;0.8952
256;256;0.07626696724197451;0.09457405550705289;relu;adam;128;0.8828
256;256;0.017483493342326982;0.0901934122094755;relu;adam;64;0.8917
256;256;0.06566314507715844;0.11880254145471364;swish;sgd;128;0.8386
512;256;0.0540704846611115;0.12216171717611823;relu;adam;128;0.8962
128;256;0.0913644992137512;0.142181153534;relu;rmsprop;128;0.8942
